School,Conference
robert-morris,Northeast Conference
wagner,Northeast Conference
sacred-heart,Northeast Conference
mount-st-marys,Northeast Conference
quinnipiac,Northeast Conference
central-connecticut-state,Northeast Conference
long-island-university,Northeast Conference
monmouth,Northeast Conference
fairleigh-dickinson,Northeast Conference
st-francis-ny,Northeast Conference
saint-francis-pa,Northeast Conference
austin-peay,Ohio Valley Conference
murray-state,Ohio Valley Conference
morehead-state,Ohio Valley Conference
tennessee-martin,Ohio Valley Conference
samford,Ohio Valley Conference
tennessee-state,Ohio Valley Conference
tennessee-tech,Ohio Valley Conference
eastern-kentucky,Ohio Valley Conference
eastern-illinois,Ohio Valley Conference
jacksonville-state,Ohio Valley Conference
southeast-missouri-state,Ohio Valley Conference
american,Patriot League
navy,Patriot League
colgate,Patriot League
lehigh,Patriot League
army,Patriot League
lafayette,Patriot League
bucknell,Patriot League
holy-cross,Patriot League
tennessee,Southeastern Conference
kentucky,Southeastern Conference
vanderbilt,Southeastern Conference
florida,Southeastern Conference
south-carolina,Southeastern Conference
georgia,Southeastern Conference
mississippi-state,Southeastern Conference
arkansas,Southeastern Conference
mississippi,Southeastern Conference
louisiana-state,Southeastern Conference
alabama,Southeastern Conference
auburn,Southeastern Conference
appalachian-state,Southern Conference
chattanooga,Southern Conference
north-carolina-greensboro,Southern Conference
elon,Southern Conference
western-carolina,Southern Conference
davidson,Southern Conference
georgia-southern,Southern Conference
college-of-charleston,Southern Conference
wofford,Southern Conference
furman,Southern Conference
citadel,Southern Conference
lamar,Southland Conference
southeastern-louisiana,Southland Conference
northwestern-state,Southland Conference
mcneese-state,Southland Conference
nicholls-state,Southland Conference
stephen-f-austin,Southland Conference
sam-houston-state,Southland Conference
texas-arlington,Southland Conference
texas-san-antonio,Southland Conference
texas-state,Southland Conference
texas-am-corpus-christi,Southland Conference
oral-roberts,Summit League
iupui,Summit League
oakland,Summit League
southern-utah,Summit League
ipfw,Summit League
western-illinois,Summit League
missouri-kansas-city,Summit League
centenary-la,Summit League
south-alabama,Sun Belt Conference
western-kentucky,Sun Belt Conference
middle-tennessee,Sun Belt Conference
florida-atlantic,Sun Belt Conference
florida-international,Sun Belt Conference
troy,Sun Belt Conference
arkansas-little-rock,Sun Belt Conference
louisiana-lafayette,Sun Belt Conference
north-texas,Sun Belt Conference
new-orleans,Sun Belt Conference
denver,Sun Belt Conference
arkansas-state,Sun Belt Conference
louisiana-monroe,Sun Belt Conference
alabama-state,Southwest Athletic Conference
mississippi-valley-state,Southwest Athletic Conference
alabama-am,Southwest Athletic Conference
jackson-state,Southwest Athletic Conference
southern,Southwest Athletic Conference
arkansas-pine-bluff,Southwest Athletic Conference
grambling,Southwest Athletic Conference
prairie-view,Southwest Athletic Conference
alcorn-state,Southwest Athletic Conference
texas-southern,Southwest Athletic Conference
utah-state,Western Athletic Conference
nevada,Western Athletic Conference
new-mexico-state,Western Athletic Conference
boise-state,Western Athletic Conference
hawaii,Western Athletic Conference
idaho,Western Athletic Conference
fresno-state,Western Athletic Conference
san-jose-state,Western Athletic Conference
louisiana-tech,Western Athletic Conference
gonzaga,West Coast Conference
saint-marys-ca,West Coast Conference
san-diego,West Coast Conference
santa-clara,West Coast Conference
san-francisco,West Coast Conference
pepperdine,West Coast Conference
portland,West Coast Conference
loyola-marymount,West Coast Conference
texas-pan-american,Independent
savannah-state,Independent
chicago-state,Independent
longwood,Independent
